time_sec,hour_of_day,power_mw,wind_speed_mph
9360,2.6,10.208,10.1
9370,2.6,10.179,10.09
9380,2.61,10.193,10.1
9390,2.61,10.49,10.24
9400,2.61,10.225,10.11
9410,2.61,10.108,10.05
9420,2.62,10.389,10.19
9430,2.62,10.532,10.26
9440,2.62,11.053,10.51
9450,2.62,11.208,10.59
9460,2.63,11.11,10.54
9470,2.63,11.38,10.67
9480,2.63,11.61,10.77
9490,2.64,12.299,11.09
9500,2.64,12.174,11.03
9510,2.64,11.823,10.87
9520,2.64,11.291,10.63
9530,2.65,10.98,10.48
9540,2.65,10.919,10.45
9550,2.65,10.675,10.33
9560,2.66,10.834,10.41
9570,2.66,10.754,10.37
9580,2.66,11.236,10.6
9590,2.66,11.466,10.71
9600,2.67,11.274,10.62
9610,2.67,11.082,10.53
9620,2.67,11.171,10.57
9630,2.67,11.596,10.77
9640,2.68,11.342,10.65
9650,2.68,11.021,10.5
9660,2.68,10.531,10.26
9670,2.69,10.323,10.16
9680,2.69,10.509,10.25
9690,2.69,10.376,10.19
9700,2.69,9.983,9.99
9710,2.7,9.587,9.79
9720,2.7,9.293,9.64
9730,2.7,9.053,9.51
9740,2.71,8.951,9.46
9750,2.71,8.781,9.37
9760,2.71,8.68,9.32
9770,2.71,8.392,9.16
9780,2.72,8.519,9.23
9790,2.72,8.694,9.32
9800,2.72,8.328,9.13
9810,2.73,8.244,9.08
9820,2.73,8.908,9.44
9830,2.73,9.118,9.55
9840,2.73,8.916,9.44
9850,2.74,9.209,9.6
9860,2.74,9.028,9.5
9870,2.74,9.006,9.49
9880,2.74,9.021,9.5
9890,2.75,8.987,9.48
9900,2.75,8.8,9.38
9910,2.75,8.76,9.36
9920,2.76,9.378,9.68
9930,2.76,9.606,9.8
9940,2.76,9.301,9.64
9950,2.76,9.173,9.58
9960,2.77,9.455,9.72
9970,2.77,9.479,9.74
9980,2.77,9.648,9.82
9990,2.77,10.133,10.07
10000,2.78,10.316,10.16
10010,2.78,10.331,10.16
10020,2.78,10.078,10.04
10030,2.79,10.113,10.06
10040,2.79,10.149,10.07
10050,2.79,10.177,10.09
10060,2.79,10.559,10.28
10070,2.8,10.761,10.37
10080,2.8,10.085,10.04
10090,2.8,10.389,10.19
10100,2.81,10.296,10.15
10110,2.81,10.48,10.24
10120,2.81,10.403,10.2
10130,2.81,10.49,10.24
10140,2.82,10.009,10.0
10150,2.82,10.354,10.18
10160,2.82,10.759,10.37
10170,2.83,11.229,10.6
10180,2.83,10.781,10.38
10190,2.83,10.791,10.39
10200,2.83,11.141,10.56
10210,2.84,11.326,10.64
10220,2.84,11.371,10.66
10230,2.84,11.903,10.91
10240,2.84,12.24,11.06
10250,2.85,11.666,10.8
10260,2.85,11.585,10.76
10270,2.85,11.173,10.57
10280,2.86,11.374,10.66
10290,2.86,11.155,10.56
10300,2.86,11.122,10.55
10310,2.86,11.333,10.65
10320,2.87,10.936,10.46
10330,2.87,10.771,10.38
10340,2.87,10.897,10.44
10350,2.88,11.082,10.53
10360,2.88,10.445,10.22
10370,2.88,10.683,10.34
10380,2.88,10.799,10.39
10390,2.89,10.769,10.38
10400,2.89,10.7,10.34
10410,2.89,10.708,10.35
10420,2.89,10.147,10.07
10430,2.9,10.216,10.11
10440,2.9,10.567,10.28
10450,2.9,10.141,10.07
10460,2.91,10.055,10.03
10470,2.91,9.915,9.96
10480,2.91,9.92,9.96
10490,2.91,10.445,10.22
10500,2.92,10.635,10.31
10510,2.92,10.677,10.33
10520,2.92,10.876,10.43
10530,2.92,10.859,10.42
10540,2.93,10.85,10.42
10550,2.93,10.852,10.42
10560,2.93,11.128,10.55
10570,2.94,11.095,10.53
10580,2.94,10.998,10.49
10590,2.94,10.801,10.39
10600,2.94,11.133,10.55
10610,2.95,11.352,10.65
10620,2.95,11.69,10.81
10630,2.95,12.057,10.98
10640,2.96,11.656,10.8
10650,2.96,11.206,10.59
10660,2.96,10.923,10.45
10670,2.96,11.508,10.73
10680,2.97,11.014,10.49
10690,2.97,11.137,10.55
10700,2.97,11.404,10.68
10710,2.98,11.473,10.71
10720,2.98,11.962,10.94
10730,2.98,11.838,10.88
10740,2.98,12.488,11.17
10750,2.99,12.702,11.27
10760,2.99,12.97,11.39
10770,2.99,12.658,11.25
10780,2.99,12.991,11.4
10790,3.0,13.041,11.42
10800,3.0,13.301,11.53
10810,3.0,13.53,11.63
10820,3.01,13.541,11.64
10830,3.01,13.796,11.75
10840,3.01,13.661,11.69
10850,3.01,13.25,11.51
10860,3.02,13.327,11.54
10870,3.02,13.238,11.51
10880,3.02,12.815,11.32
10890,3.02,12.833,11.33
10900,3.03,12.469,11.17
10910,3.03,12.305,11.09
10920,3.03,12.644,11.24
10930,3.04,13.121,11.45
10940,3.04,13.199,11.49
10950,3.04,13.247,11.51
10960,3.04,12.998,11.4
10970,3.05,12.598,11.22
10980,3.05,12.454,11.16
10990,3.05,12.597,11.22
11000,3.06,12.866,11.34
11010,3.06,12.942,11.38
11020,3.06,12.623,11.24
11030,3.06,12.605,11.23
11040,3.07,12.603,11.23
11050,3.07,12.845,11.33
11060,3.07,12.975,11.39
11070,3.08,13.228,11.5
11080,3.08,12.783,11.31
11090,3.08,12.731,11.28
11100,3.08,12.731,11.28
11110,3.09,13.007,11.4
11120,3.09,12.91,11.36
11130,3.09,13.355,11.56
11140,3.09,13.332,11.55
11150,3.1,13.255,11.51
11160,3.1,13.484,11.61
11170,3.1,13.377,11.57
11180,3.11,13.158,11.47
11190,3.11,12.67,11.26
11200,3.11,12.497,11.18
11210,3.11,12.573,11.21
11220,3.12,12.442,11.15
11230,3.12,12.482,11.17
11240,3.12,12.393,11.13
11250,3.12,12.796,11.31
11260,3.13,12.664,11.25
11270,3.13,12.579,11.22
11280,3.13,12.725,11.28
11290,3.14,12.47,11.17
11300,3.14,11.971,10.94
11310,3.14,11.516,10.73
11320,3.14,11.894,10.91
11330,3.15,11.823,10.87
11340,3.15,11.877,10.9
11350,3.15,12.085,10.99
11360,3.16,12.459,11.16
11370,3.16,12.255,11.07
11380,3.16,12.666,11.25
11390,3.16,12.519,11.19
11400,3.17,12.521,11.19
11410,3.17,11.963,10.94
11420,3.17,11.484,10.72
11430,3.17,11.097,10.53
11440,3.18,10.762,10.37
11450,3.18,10.894,10.44
11460,3.18,11.031,10.5
11470,3.19,10.933,10.46
11480,3.19,10.526,10.26
11490,3.19,10.433,10.21
11500,3.19,11.211,10.59
11510,3.2,11.202,10.58
11520,3.2,10.902,10.44
11530,3.2,10.539,10.27
11540,3.21,10.357,10.18
11550,3.21,9.985,9.99
11560,3.21,9.756,9.88
11570,3.21,9.974,9.99
11580,3.22,9.83,9.91
11590,3.22,9.685,9.84
11600,3.22,9.797,9.9
11610,3.23,10.071,10.04
11620,3.23,10.337,10.17
11630,3.23,10.208,10.1
11640,3.23,10.723,10.35
11650,3.24,10.703,10.35
11660,3.24,10.501,10.25
11670,3.24,10.832,10.41
11680,3.24,10.615,10.3
11690,3.25,10.353,10.18
11700,3.25,9.832,9.92
11710,3.25,10.488,10.24
11720,3.26,10.407,10.2
11730,3.26,10.286,10.14
11740,3.26,10.254,10.13
11750,3.26,9.793,9.9
11760,3.27,9.853,9.93
11770,3.27,9.802,9.9
11780,3.27,10.006,10.0
11790,3.27,9.448,9.72
11800,3.28,9.603,9.8
11810,3.28,9.754,9.88
11820,3.28,9.966,9.98
11830,3.29,9.95,9.98
11840,3.29,10.152,10.08
11850,3.29,9.669,9.83
11860,3.29,9.24,9.61
11870,3.3,9.757,9.88
11880,3.3,9.326,9.66
11890,3.3,9.694,9.85
11900,3.31,9.432,9.71
11910,3.31,9.226,9.6
11920,3.31,9.6,9.8
11930,3.31,9.722,9.86
11940,3.32,9.678,9.84
11950,3.32,9.918,9.96
11960,3.32,10.131,10.07
11970,3.33,10.181,10.09
11980,3.33,10.294,10.15
11990,3.33,10.334,10.17
12000,3.33,10.24,10.12
12010,3.34,10.226,10.11
12020,3.34,10.178,10.09
12030,3.34,10.635,10.31
12040,3.34,10.787,10.39
12050,3.35,10.693,10.34
12060,3.35,10.583,10.29
12070,3.35,11.072,10.52
12080,3.36,10.686,10.34
12090,3.36,11.054,10.51
12100,3.36,10.687,10.34
12110,3.36,10.608,10.3
12120,3.37,10.8,10.39
12130,3.37,10.567,10.28
12140,3.37,10.146,10.07
12150,3.38,9.786,9.89
12160,3.38,10.165,10.08
12170,3.38,9.928,9.96
12180,3.38,9.847,9.92
12190,3.39,10.056,10.03
12200,3.39,9.776,9.89
12210,3.39,10.348,10.17
12220,3.39,10.626,10.31
12230,3.4,9.991,10.0
12240,3.4,9.86,9.93
12250,3.4,9.958,9.98
12260,3.41,9.785,9.89
12270,3.41,9.845,9.92
12280,3.41,9.78,9.89
12290,3.41,9.449,9.72
12300,3.42,9.659,9.83
12310,3.42,9.141,9.56
12320,3.42,8.905,9.44
12330,3.42,8.782,9.37
12340,3.43,9.001,9.49
12350,3.43,8.988,9.48
12360,3.43,8.825,9.39
12370,3.44,9.007,9.49
12380,3.44,9.165,9.57
12390,3.44,9.274,9.63
12400,3.44,9.368,9.68
12410,3.45,9.724,9.86
12420,3.45,9.801,9.9
12430,3.45,9.587,9.79
12440,3.46,9.821,9.91
12450,3.46,9.461,9.73
12460,3.46,9.099,9.54
12470,3.46,9.673,9.84
12480,3.47,9.496,9.74
12490,3.47,9.785,9.89
12500,3.47,9.933,9.97
12510,3.48,9.746,9.87
12520,3.48,9.725,9.86
12530,3.48,9.93,9.96
12540,3.48,10.396,10.2
12550,3.49,10.338,10.17
12560,3.49,10.411,10.2
12570,3.49,10.791,10.39
12580,3.49,10.658,10.32
12590,3.5,10.823,10.4
12600,3.5,10.337,10.17
12610,3.5,10.721,10.35
12620,3.51,11.275,10.62
12630,3.51,11.425,10.69
12640,3.51,11.648,10.79
12650,3.51,11.582,10.76
12660,3.52,11.741,10.84
12670,3.52,11.51,10.73
12680,3.52,11.466,10.71
12690,3.52,11.231,10.6
12700,3.53,11.105,10.54
12710,3.53,11.119,10.54
12720,3.53,11.278,10.62
12730,3.54,11.243,10.6
12740,3.54,11.082,10.53
12750,3.54,11.236,10.6
12760,3.54,11.495,10.72
12770,3.55,11.818,10.87
12780,3.55,11.739,10.83
12790,3.55,11.598,10.77
12800,3.56,12.352,11.11
12810,3.56,11.986,10.95
12820,3.56,11.91,10.91
12830,3.56,11.604,10.77
12840,3.57,11.726,10.83
12850,3.57,11.756,10.84
12860,3.57,11.559,10.75
12870,3.58,11.565,10.75
12880,3.58,11.515,10.73
12890,3.58,11.769,10.85
12900,3.58,11.797,10.86
12910,3.59,11.894,10.91
12920,3.59,11.853,10.89
12930,3.59,11.737,10.83
12940,3.59,11.625,10.78
12950,3.6,11.546,10.75
12960,3.6,11.32,10.64
12970,3.6,11.501,10.72
12980,3.61,11.628,10.78
12990,3.61,11.638,10.79
13000,3.61,11.61,10.77
13010,3.61,11.327,10.64
13020,3.62,11.318,10.64
13030,3.62,11.821,10.87
13040,3.62,11.715,10.82
13050,3.62,11.486,10.72
13060,3.63,11.474,10.71
13070,3.63,11.955,10.93
13080,3.63,11.679,10.81
13090,3.64,11.814,10.87
13100,3.64,12.146,11.02
13110,3.64,11.785,10.86
13120,3.64,11.75,10.84
13130,3.65,12.068,10.99
13140,3.65,11.923,10.92
13150,3.65,11.981,10.95
13160,3.66,11.514,10.73
13170,3.66,11.99,10.95
13180,3.66,11.857,10.89
13190,3.66,11.834,10.88
13200,3.67,11.859,10.89
13210,3.67,11.613,10.78
13220,3.67,11.817,10.87
13230,3.67,11.745,10.84
13240,3.68,11.804,10.86
13250,3.68,11.34,10.65
13260,3.68,11.35,10.65
13270,3.69,11.442,10.7
13280,3.69,11.376,10.67
13290,3.69,11.472,10.71
13300,3.69,11.162,10.57
13310,3.7,11.191,10.58
13320,3.7,11.346,10.65
13330,3.7,11.346,10.65
13340,3.71,11.772,10.85
13350,3.71,11.66,10.8
13360,3.71,11.304,10.63
13370,3.71,11.568,10.76
13380,3.72,11.25,10.61
13390,3.72,10.751,10.37
13400,3.72,10.957,10.47
13410,3.73,11.491,10.72
13420,3.73,11.471,10.71
13430,3.73,11.678,10.81
13440,3.73,11.869,10.89
13450,3.74,11.998,10.95
13460,3.74,12.562,11.21
13470,3.74,12.488,11.17
13480,3.74,12.609,11.23
13490,3.75,12.241,11.06
13500,3.75,12.267,11.08
13510,3.75,11.847,10.88
13520,3.76,11.673,10.8
13530,3.76,11.01,10.49
13540,3.76,10.846,10.41
13550,3.76,10.56,10.28
13560,3.77,10.926,10.45
13570,3.77,11.302,10.63
13580,3.77,11.36,10.66
13590,3.77,11.255,10.61
13600,3.78,10.57,10.28
13610,3.78,10.879,10.43
13620,3.78,10.875,10.43
13630,3.79,10.416,10.21
13640,3.79,10.225,10.11
13650,3.79,9.95,9.97
13660,3.79,10.108,10.05
13670,3.8,10.41,10.2
13680,3.8,10.322,10.16
13690,3.8,10.383,10.19
13700,3.81,10.855,10.42
13710,3.81,10.511,10.25
13720,3.81,10.515,10.25
13730,3.81,10.813,10.4
13740,3.82,10.883,10.43
13750,3.82,10.904,10.44
13760,3.82,10.875,10.43
13770,3.83,10.965,10.47
13780,3.83,10.803,10.39
13790,3.83,10.641,10.32
13800,3.83,10.341,10.17
13810,3.84,10.605,10.3
13820,3.84,10.737,10.36
13830,3.84,10.904,10.44
13840,3.84,10.919,10.45
13850,3.85,10.836,10.41
13860,3.85,10.879,10.43
13870,3.85,10.753,10.37
13880,3.86,10.432,10.21
13890,3.86,10.41,10.2
13900,3.86,10.211,10.11
13910,3.86,10.144,10.07
13920,3.87,10.268,10.13
13930,3.87,10.3,10.15
13940,3.87,9.946,9.97
13950,3.88,10.044,10.02
13960,3.88,9.826,9.91
13970,3.88,10.363,10.18
13980,3.88,10.246,10.12
13990,3.89,10.109,10.05
14000,3.89,10.182,10.09
14010,3.89,9.658,9.83
14020,3.89,9.612,9.8
14030,3.9,9.53,9.76
14040,3.9,9.976,9.99
14050,3.9,9.85,9.92
14060,3.91,9.594,9.79
14070,3.91,9.241,9.61
14080,3.91,9.018,9.5
14090,3.91,9.028,9.5
14100,3.92,8.917,9.44
14110,3.92,9.051,9.51
14120,3.92,8.598,9.27
14130,3.92,8.609,9.28
14140,3.93,8.834,9.4
14150,3.93,8.587,9.27
14160,3.93,8.663,9.31
14170,3.94,9.03,9.5
14180,3.94,9.57,9.78
14190,3.94,9.224,9.6
14200,3.94,8.93,9.45
14210,3.95,8.948,9.46
14220,3.95,8.684,9.32
14230,3.95,8.92,9.44
14240,3.96,8.842,9.4
14250,3.96,8.809,9.39
14260,3.96,8.485,9.21
14270,3.96,7.767,8.81
14280,3.97,7.79,8.83
14290,3.97,7.56,8.7
14300,3.97,7.79,8.83
14310,3.98,8.056,8.98
14320,3.98,8.329,9.13
14330,3.98,8.079,8.99
14340,3.98,8.253,9.08
14350,3.99,7.99,8.94
14360,3.99,8.156,9.03
14370,3.99,8.254,9.09
14380,3.99,8.553,9.25
14390,4.0,8.573,9.26
14400,4.0,8.589,9.27
14410,4.0,9.303,9.65
14420,4.01,9.225,9.6
14430,4.01,9.414,9.7
14440,4.01,9.923,9.96
14450,4.01,9.555,9.77
14460,4.02,9.814,9.91
14470,4.02,9.565,9.78
14480,4.02,10.258,10.13
14490,4.03,10.523,10.26
14500,4.03,10.941,10.46
14510,4.03,11.425,10.69
14520,4.03,11.605,10.77
14530,4.04,11.551,10.75
14540,4.04,11.325,10.64
14550,4.04,11.364,10.66
14560,4.04,11.403,10.68
14570,4.05,11.579,10.76
14580,4.05,11.55,10.75
14590,4.05,11.186,10.58
14600,4.06,11.184,10.58
14610,4.06,11.215,10.59
14620,4.06,10.728,10.36
14630,4.06,10.854,10.42
14640,4.07,11.491,10.72
14650,4.07,11.391,10.67
14660,4.07,11.781,10.85
14670,4.08,11.997,10.95
14680,4.08,12.739,11.29
14690,4.08,12.72,11.28
14700,4.08,12.978,11.39
14710,4.09,13.256,11.51
14720,4.09,13.211,11.49
14730,4.09,12.957,11.38
14740,4.09,12.756,11.29
14750,4.1,13.006,11.4
14760,4.1,13.769,11.73
14770,4.1,13.612,11.67
14780,4.11,13.319,11.54
14790,4.11,13.224,11.5
14800,4.11,13.318,11.54
14810,4.11,13.213,11.49
14820,4.12,13.579,11.65
14830,4.12,13.503,11.62
14840,4.12,13.734,11.72
14850,4.12,13.697,11.7
14860,4.13,13.698,11.7
14870,4.13,13.173,11.48
14880,4.13,13.348,11.55
14890,4.14,12.977,11.39
14900,4.14,12.859,11.34
14910,4.14,12.719,11.28
14920,4.14,12.762,11.3
14930,4.15,12.629,11.24
14940,4.15,13.026,11.41
14950,4.15,12.527,11.19
14960,4.16,12.556,11.21
14970,4.16,12.281,11.08
14980,4.16,12.478,11.17
14990,4.16,12.499,11.18
15000,4.17,11.992,10.95
15010,4.17,12.312,11.1
15020,4.17,12.675,11.26
15030,4.17,12.577,11.21
15040,4.18,12.41,11.14
15050,4.18,12.254,11.07
15060,4.18,12.221,11.05
15070,4.19,12.363,11.12
15080,4.19,12.242,11.06
15090,4.19,12.224,11.06
15100,4.19,12.291,11.09
15110,4.2,12.459,11.16
15120,4.2,12.906,11.36
15130,4.2,12.6,11.22
15140,4.21,12.448,11.16
15150,4.21,12.536,11.2
15160,4.21,12.485,11.17
15170,4.21,12.246,11.07
15180,4.22,12.147,11.02
15190,4.22,12.008,10.96
15200,4.22,11.651,10.79
15210,4.22,11.191,10.58
15220,4.23,11.162,10.57
15230,4.23,11.356,10.66
15240,4.23,11.598,10.77
15250,4.24,11.427,10.69
15260,4.24,10.884,10.43
15270,4.24,10.853,10.42
15280,4.24,10.931,10.46
15290,4.25,10.831,10.41
15300,4.25,10.874,10.43
15310,4.25,11.691,10.81
15320,4.26,11.352,10.65
15330,4.26,11.424,10.69
15340,4.26,11.565,10.75
15350,4.26,11.905,10.91
15360,4.27,11.932,10.92
15370,4.27,12.042,10.97
15380,4.27,11.859,10.89
15390,4.28,11.385,10.67
15400,4.28,11.365,10.66
15410,4.28,11.169,10.57
15420,4.28,11.117,10.54
15430,4.29,11.371,10.66
15440,4.29,11.028,10.5
15450,4.29,10.564,10.28
15460,4.29,10.716,10.35
15470,4.3,11.169,10.57
15480,4.3,11.347,10.65
15490,4.3,10.773,10.38
15500,4.31,10.048,10.02
15510,4.31,9.929,9.96
15520,4.31,10.156,10.08
15530,4.31,10.319,10.16
15540,4.32,10.191,10.1
15550,4.32,9.758,9.88
15560,4.32,9.786,9.89
15570,4.33,10.695,10.34
15580,4.33,10.906,10.44
15590,4.33,10.983,10.48
15600,4.33,10.698,10.34
15610,4.34,10.918,10.45
15620,4.34,10.659,10.32
15630,4.34,10.916,10.45
15640,4.34,9.639,9.82
15650,4.35,9.749,9.87
15660,4.35,9.824,9.91
15670,4.35,9.302,9.64
15680,4.36,9.316,9.65
15690,4.36,9.034,9.5
15700,4.36,9.431,9.71
15710,4.36,9.154,9.57
15720,4.37,9.161,9.57
15730,4.37,9.501,9.75
15740,4.37,9.455,9.72
15750,4.38,9.069,9.52
15760,4.38,9.357,9.67
15770,4.38,9.578,9.79
15780,4.38,9.673,9.84
15790,4.39,9.497,9.75
15800,4.39,9.902,9.95
15810,4.39,9.703,9.85
15820,4.39,9.922,9.96
15830,4.4,9.771,9.88
15840,4.4,9.789,9.89
15850,4.4,10.069,10.03
15860,4.41,10.472,10.23
15870,4.41,10.119,10.06
15880,4.41,9.7,9.85
15890,4.41,9.971,9.99
15900,4.42,9.868,9.93
15910,4.42,9.328,9.66
15920,4.42,9.753,9.88
15930,4.42,9.848,9.92
15940,4.43,9.646,9.82
15950,4.43,9.699,9.85
15960,4.43,10.066,10.03
15970,4.44,9.66,9.83
15980,4.44,9.425,9.71
15990,4.44,9.442,9.72
16000,4.44,9.36,9.67
16010,4.45,9.896,9.95
16020,4.45,9.635,9.82
16030,4.45,9.384,9.69
16040,4.46,9.606,9.8
16050,4.46,9.597,9.8
16060,4.46,9.791,9.89
16070,4.46,9.844,9.92
16080,4.47,9.715,9.86
16090,4.47,9.752,9.88
16100,4.47,10.273,10.14
16110,4.47,10.653,10.32
16120,4.48,10.664,10.33
16130,4.48,10.348,10.17
16140,4.48,10.386,10.19
16150,4.49,10.75,10.37
16160,4.49,11.041,10.51
16170,4.49,10.985,10.48
16180,4.49,10.509,10.25
16190,4.5,10.636,10.31
16200,4.5,10.676,10.33
16210,4.5,10.713,10.35
16220,4.51,10.665,10.33
16230,4.51,11.241,10.6
16240,4.51,11.187,10.58
16250,4.51,11.575,10.76
16260,4.52,11.503,10.73
16270,4.52,11.05,10.51
16280,4.52,10.557,10.27
16290,4.53,10.847,10.41
16300,4.53,10.966,10.47
16310,4.53,11.103,10.54
16320,4.53,10.783,10.38
16330,4.54,10.88,10.43
16340,4.54,10.779,10.38
16350,4.54,11.035,10.5
16360,4.54,10.687,10.34
16370,4.55,11.074,10.52
16380,4.55,11.053,10.51
16390,4.55,11.153,10.56
16400,4.56,11.136,10.55
16410,4.56,11.295,10.63
16420,4.56,11.635,10.79
16430,4.56,11.569,10.76
16440,4.57,11.99,10.95
16450,4.57,11.581,10.76
16460,4.57,11.891,10.9
16470,4.58,11.613,10.78
16480,4.58,11.626,10.78
16490,4.58,11.255,10.61
16500,4.58,11.285,10.62
16510,4.59,10.89,10.44
16520,4.59,11.061,10.52
16530,4.59,10.867,10.42
16540,4.59,10.453,10.22
16550,4.6,10.647,10.32
16560,4.6,10.148,10.07
16570,4.6,10.531,10.26
16580,4.61,10.695,10.34
16590,4.61,10.857,10.42
16600,4.61,10.358,10.18
16610,4.61,10.771,10.38
16620,4.62,10.728,10.36
16630,4.62,11.024,10.5
16640,4.62,11.401,10.68
16650,4.62,11.019,10.5
16660,4.63,10.524,10.26
16670,4.63,10.036,10.02
16680,4.63,10.074,10.04
16690,4.64,10.152,10.08
16700,4.64,10.583,10.29
16710,4.64,11.163,10.57
16720,4.64,11.262,10.61
16730,4.65,11.491,10.72
16740,4.65,11.441,10.7
16750,4.65,11.793,10.86
16760,4.66,11.461,10.71
16770,4.66,11.621,10.78
16780,4.66,11.444,10.7
16790,4.66,11.672,10.8
16800,4.67,11.543,10.74
16810,4.67,11.989,10.95
16820,4.67,11.36,10.66
16830,4.67,11.583,10.76
16840,4.68,11.709,10.82
16850,4.68,11.701,10.82
16860,4.68,12.171,11.03
16870,4.69,12.019,10.96
16880,4.69,12.371,11.12
16890,4.69,12.583,11.22
16900,4.69,12.398,11.13
16910,4.7,12.578,11.22
16920,4.7,12.475,11.17
16930,4.7,12.438,11.15
16940,4.71,12.639,11.24
16950,4.71,12.093,11.0
16960,4.71,12.404,11.14
16970,4.71,12.657,11.25
16980,4.72,12.508,11.18
16990,4.72,12.504,11.18
17000,4.72,12.532,11.19
17010,4.72,12.711,11.27
17020,4.73,12.633,11.24
17030,4.73,12.991,11.4
17040,4.73,13.353,11.56
17050,4.74,13.647,11.68
17060,4.74,14.179,11.91
17070,4.74,14.477,12.03
17080,4.74,14.027,11.84
17090,4.75,13.808,11.75
17100,4.75,13.48,11.61
17110,4.75,13.345,11.55
17120,4.76,13.276,11.52
17130,4.76,13.457,11.6
17140,4.76,13.76,11.73
17150,4.76,13.869,11.78
17160,4.77,13.788,11.74
17170,4.77,13.337,11.55
17180,4.77,13.401,11.58
17190,4.78,13.552,11.64
17200,4.78,13.626,11.67
17210,4.78,13.29,11.53
17220,4.78,13.418,11.58
17230,4.79,13.129,11.46
17240,4.79,13.333,11.55
17250,4.79,13.223,11.5
17260,4.79,13.427,11.59
17270,4.8,13.154,11.47
17280,4.8,13.023,11.41
17290,4.8,12.209,11.05
17300,4.81,12.535,11.2
17310,4.81,12.453,11.16
17320,4.81,12.302,11.09
17330,4.81,11.96,10.94
17340,4.82,12.322,11.1
17350,4.82,12.586,11.22
17360,4.82,12.355,11.12
17370,4.83,12.567,11.21
17380,4.83,12.644,11.24
17390,4.83,12.554,11.2
17400,4.83,13.1,11.45
17410,4.84,12.6,11.22
17420,4.84,12.539,11.2
17430,4.84,12.068,10.99
17440,4.84,12.126,11.01
17450,4.85,12.446,11.16
17460,4.85,12.151,11.02
17470,4.85,11.913,10.91
17480,4.86,11.405,10.68
17490,4.86,11.688,10.81
17500,4.86,11.71,10.82
17510,4.86,11.766,10.85
17520,4.87,11.628,10.78
17530,4.87,11.655,10.8
17540,4.87,11.705,10.82
17550,4.88,11.885,10.9
17560,4.88,12.115,11.01
17570,4.88,12.522,11.19
17580,4.88,12.559,11.21
17590,4.89,12.578,11.22
17600,4.89,13.025,11.41
17610,4.89,13.074,11.43
17620,4.89,13.369,11.56
17630,4.9,13.064,11.43
17640,4.9,12.856,11.34
17650,4.9,12.434,11.15
17660,4.91,12.379,11.13
17670,4.91,12.139,11.02
17680,4.91,11.829,10.88
17690,4.91,11.709,10.82
17700,4.92,11.656,10.8
17710,4.92,12.007,10.96
17720,4.92,12.211,11.05
17730,4.92,12.365,11.12
17740,4.93,11.972,10.94
17750,4.93,11.835,10.88
17760,4.93,11.398,10.68
17770,4.94,11.273,10.62
17780,4.94,11.045,10.51
17790,4.94,10.606,10.3
17800,4.94,10.682,10.34
17810,4.95,10.798,10.39
17820,4.95,11.249,10.61
17830,4.95,11.02,10.5
17840,4.96,10.917,10.45
17850,4.96,11.109,10.54
17860,4.96,10.844,10.41
17870,4.96,10.948,10.46
17880,4.97,11.227,10.6
17890,4.97,11.021,10.5
17900,4.97,11.272,10.62
17910,4.97,11.306,10.63
17920,4.98,11.117,10.54
17930,4.98,11.549,10.75
17940,4.98,11.905,10.91
17950,4.99,11.796,10.86
17960,4.99,11.642,10.79
17970,4.99,11.208,10.59
17980,4.99,11.546,10.75
17990,5.0,11.108,10.54
18000,5.0,11.396,10.68
18010,5.0,11.44,10.7
18020,5.01,11.773,10.85
18030,5.01,11.895,10.91
18040,5.01,11.649,10.79
18050,5.01,12.222,11.06
18060,5.02,12.549,11.2
18070,5.02,12.483,11.17
18080,5.02,12.707,11.27
18090,5.03,13.025,11.41
18100,5.03,13.001,11.4
18110,5.03,13.202,11.49
18120,5.03,13.288,11.53
18130,5.04,13.18,11.48
18140,5.04,13.226,11.5
18150,5.04,13.606,11.66
18160,5.04,13.455,11.6
18170,5.05,13.908,11.79
18180,5.05,14.187,11.91
18190,5.05,13.674,11.69
18200,5.06,13.119,11.45
18210,5.06,12.89,11.35
18220,5.06,12.593,11.22
18230,5.06,13.163,11.47
18240,5.07,13.1,11.45
18250,5.07,12.61,11.23
18260,5.07,12.257,11.07
18270,5.08,12.331,11.1
18280,5.08,12.736,11.29
18290,5.08,12.346,11.11
18300,5.08,12.635,11.24
18310,5.09,12.527,11.19
18320,5.09,12.254,11.07
18330,5.09,11.998,10.95
18340,5.09,11.683,10.81
18350,5.1,11.53,10.74
18360,5.1,11.8,10.86
18370,5.1,11.513,10.73
18380,5.11,11.762,10.85
18390,5.11,11.679,10.81
18400,5.11,11.6,10.77
18410,5.11,11.401,10.68
18420,5.12,11.404,10.68
18430,5.12,11.794,10.86
18440,5.12,12.156,11.03
18450,5.12,12.292,11.09
18460,5.13,12.494,11.18
18470,5.13,12.79,11.31
18480,5.13,12.51,11.18
18490,5.14,12.707,11.27
18500,5.14,13.11,11.45
18510,5.14,13.14,11.46
18520,5.14,13.135,11.46
18530,5.15,12.923,11.37
18540,5.15,13.088,11.44
18550,5.15,12.77,11.3
18560,5.16,12.947,11.38
18570,5.16,12.625,11.24
18580,5.16,12.995,11.4
18590,5.16,13.113,11.45
18600,5.17,12.896,11.36
18610,5.17,13.638,11.68
18620,5.17,13.505,11.62
18630,5.17,13.594,11.66
18640,5.18,13.256,11.51
18650,5.18,13.408,11.58
18660,5.18,13.555,11.64
