time_sec,hour_of_day,load_mw,utilization_pct
9360,2.6,38.037,76.1
9370,2.6,36.879,73.8
9380,2.61,37.786,75.6
9390,2.61,37.375,74.7
9400,2.61,36.963,73.9
9410,2.61,36.956,73.9
9420,2.62,36.401,72.8
9430,2.62,36.463,72.9
9440,2.62,37.718,75.4
9450,2.62,36.659,73.3
9460,2.63,36.927,73.9
9470,2.63,37.372,74.7
9480,2.63,36.942,73.9
9490,2.64,36.52,73.0
9500,2.64,36.39,72.8
9510,2.64,37.989,76.0
9520,2.64,37.149,74.3
9530,2.65,37.247,74.5
9540,2.65,36.979,74.0
9550,2.65,37.623,75.2
9560,2.66,36.758,73.5
9570,2.66,37.049,74.1
9580,2.66,37.485,75.0
9590,2.66,37.572,75.1
9600,2.67,36.599,73.2
9610,2.67,37.99,76.0
9620,2.67,36.759,73.5
9630,2.67,37.159,74.3
9640,2.68,36.527,73.1
9650,2.68,36.846,73.7
9660,2.68,37.387,74.8
9670,2.69,38.02,76.0
9680,2.69,37.557,75.1
9690,2.69,37.071,74.1
9700,2.69,37.041,74.1
9710,2.7,37.956,75.9
9720,2.7,36.573,73.1
9730,2.7,36.802,73.6
9740,2.71,37.058,74.1
9750,2.71,37.095,74.2
9760,2.71,37.573,75.1
9770,2.71,37.97,75.9
9780,2.72,36.728,73.5
9790,2.72,36.554,73.1
9800,2.72,37.401,74.8
9810,2.73,37.934,75.9
9820,2.73,36.291,72.6
9830,2.73,37.415,74.8
9840,2.73,36.613,73.2
9850,2.74,37.461,74.9
9860,2.74,37.729,75.5
9870,2.74,37.334,74.7
9880,2.74,37.499,75.0
9890,2.75,36.96,73.9
9900,2.75,37.755,75.5
9910,2.75,37.354,74.7
9920,2.76,36.469,72.9
9930,2.76,36.676,73.4
9940,2.76,37.277,74.6
9950,2.76,37.329,74.7
9960,2.77,37.935,75.9
9970,2.77,36.546,73.1
9980,2.77,37.356,74.7
9990,2.77,37.552,75.1
10000,2.78,37.376,74.8
10010,2.78,37.049,74.1
10020,2.78,36.235,72.5
10030,2.79,37.776,75.6
10040,2.79,36.627,73.3
10050,2.79,37.312,74.6
10060,2.79,36.822,73.6
10070,2.8,37.37,74.7
10080,2.8,37.936,75.9
10090,2.8,37.259,74.5
10100,2.81,37.361,74.7
10110,2.81,37.009,74.0
10120,2.81,36.028,72.1
10130,2.81,36.976,74.0
10140,2.82,37.3,74.6
10150,2.82,36.598,73.2
10160,2.82,37.041,74.1
10170,2.83,37.813,75.6
10180,2.83,36.298,72.6
10190,2.83,36.9,73.8
10200,2.83,37.007,74.0
10210,2.84,37.978,76.0
10220,2.84,37.083,74.2
10230,2.84,37.689,75.4
10240,2.84,37.837,75.7
10250,2.85,36.541,73.1
10260,2.85,35.947,71.9
10270,2.85,37.719,75.4
10280,2.86,37.238,74.5
10290,2.86,36.237,72.5
10300,2.86,36.567,73.1
10310,2.86,36.893,73.8
10320,2.87,36.925,73.8
10330,2.87,37.151,74.3
10340,2.87,37.377,74.8
10350,2.88,37.033,74.1
10360,2.88,37.041,74.1
10370,2.88,37.113,74.2
10380,2.88,36.387,72.8
10390,2.89,37.279,74.6
10400,2.89,36.915,73.8
10410,2.89,36.427,72.9
10420,2.89,37.802,75.6
10430,2.9,36.885,73.8
10440,2.9,36.845,73.7
10450,2.9,36.982,74.0
10460,2.91,36.882,73.8
10470,2.91,37.959,75.9
10480,2.91,36.557,73.1
10490,2.91,36.99,74.0
10500,2.92,37.07,74.1
10510,2.92,36.75,73.5
10520,2.92,36.534,73.1
10530,2.92,37.217,74.4
10540,2.93,36.398,72.8
10550,2.93,36.98,74.0
10560,2.93,36.861,73.7
10570,2.94,37.687,75.4
10580,2.94,37.5,75.0
10590,2.94,36.309,72.6
10600,2.94,36.991,74.0
10610,2.95,36.938,73.9
10620,2.95,37.485,75.0
10630,2.95,36.621,73.2
10640,2.96,37.137,74.3
10650,2.96,36.996,74.0
10660,2.96,36.623,73.2
10670,2.96,37.406,74.8
10680,2.97,36.376,72.8
10690,2.97,37.201,74.4
10700,2.97,37.37,74.7
10710,2.98,36.434,72.9
10720,2.98,36.874,73.7
10730,2.98,37.437,74.9
10740,2.98,37.645,75.3
10750,2.99,37.437,74.9
10760,2.99,37.603,75.2
10770,2.99,36.837,73.7
10780,2.99,37.31,74.6
10790,3.0,36.289,72.6
10800,3.0,36.717,73.4
10810,3.0,36.777,73.6
10820,3.01,36.651,73.3
10830,3.01,36.723,73.4
10840,3.01,37.141,74.3
10850,3.01,37.191,74.4
10860,3.02,36.709,73.4
10870,3.02,37.399,74.8
10880,3.02,35.829,71.7
10890,3.02,36.57,73.1
10900,3.03,36.5,73.0
10910,3.03,36.437,72.9
10920,3.03,37.491,75.0
10930,3.04,37.03,74.1
10940,3.04,37.196,74.4
10950,3.04,36.918,73.8
10960,3.04,37.414,74.8
10970,3.05,36.65,73.3
10980,3.05,37.03,74.1
10990,3.05,37.164,74.3
11000,3.06,37.207,74.4
11010,3.06,37.235,74.5
11020,3.06,37.126,74.3
11030,3.06,36.437,72.9
11040,3.07,36.915,73.8
11050,3.07,37.604,75.2
11060,3.07,36.86,73.7
11070,3.08,36.442,72.9
11080,3.08,36.166,72.3
11090,3.08,37.884,75.8
11100,3.08,35.858,71.7
11110,3.09,37.198,74.4
11120,3.09,36.823,73.6
11130,3.09,36.196,72.4
11140,3.09,36.112,72.2
11150,3.1,36.913,73.8
11160,3.1,37.001,74.0
11170,3.1,38.02,76.0
11180,3.11,36.758,73.5
11190,3.11,36.462,72.9
11200,3.11,37.655,75.3
11210,3.11,36.682,73.4
11220,3.12,37.497,75.0
11230,3.12,36.925,73.9
11240,3.12,37.145,74.3
11250,3.12,36.337,72.7
11260,3.13,37.713,75.4
11270,3.13,36.724,73.4
11280,3.13,37.35,74.7
11290,3.14,36.581,73.2
11300,3.14,37.501,75.0
11310,3.14,36.846,73.7
11320,3.14,37.43,74.9
11330,3.15,36.593,73.2
11340,3.15,36.722,73.4
11350,3.15,36.963,73.9
11360,3.16,36.858,73.7
11370,3.16,37.332,74.7
11380,3.16,36.774,73.5
11390,3.16,37.738,75.5
11400,3.17,37.903,75.8
11410,3.17,37.21,74.4
11420,3.17,36.384,72.8
11430,3.17,37.591,75.2
11440,3.18,36.483,73.0
11450,3.18,36.952,73.9
11460,3.18,37.218,74.4
11470,3.19,36.588,73.2
11480,3.19,37.675,75.3
11490,3.19,36.974,73.9
11500,3.19,37.56,75.1
11510,3.2,35.692,71.4
11520,3.2,36.439,72.9
11530,3.2,37.067,74.1
11540,3.21,35.989,72.0
11550,3.21,35.836,71.7
11560,3.21,37.792,75.6
11570,3.21,37.378,74.8
11580,3.22,37.246,74.5
11590,3.22,36.769,73.5
11600,3.22,36.587,73.2
11610,3.23,36.733,73.5
11620,3.23,37.06,74.1
11630,3.23,36.377,72.8
11640,3.23,36.541,73.1
11650,3.24,37.01,74.0
11660,3.24,36.97,73.9
11670,3.24,37.192,74.4
11680,3.24,37.724,75.4
11690,3.25,36.408,72.8
11700,3.25,37.818,75.6
11710,3.25,37.15,74.3
11720,3.26,36.967,73.9
11730,3.26,36.856,73.7
11740,3.26,36.847,73.7
11750,3.26,37.327,74.7
11760,3.27,36.481,73.0
11770,3.27,36.592,73.2
11780,3.27,36.539,73.1
11790,3.27,37.384,74.8
11800,3.28,37.961,75.9
11810,3.28,36.772,73.5
11820,3.28,37.841,75.7
11830,3.29,37.786,75.6
11840,3.29,36.718,73.4
11850,3.29,36.409,72.8
11860,3.29,36.202,72.4
11870,3.3,37.586,75.2
11880,3.3,37.641,75.3
11890,3.3,36.656,73.3
11900,3.31,36.927,73.9
11910,3.31,36.61,73.2
11920,3.31,36.462,72.9
11930,3.31,36.589,73.2
11940,3.32,37.241,74.5
11950,3.32,38.172,76.3
11960,3.32,36.75,73.5
11970,3.33,37.411,74.8
11980,3.33,37.725,75.5
11990,3.33,36.361,72.7
12000,3.33,36.893,73.8
12010,3.34,37.278,74.6
12020,3.34,36.828,73.7
12030,3.34,36.184,72.4
12040,3.34,36.707,73.4
12050,3.35,36.716,73.4
12060,3.35,37.011,74.0
12070,3.35,37.241,74.5
12080,3.36,36.961,73.9
12090,3.36,36.296,72.6
12100,3.36,36.38,72.8
12110,3.36,36.354,72.7
12120,3.37,36.676,73.4
12130,3.37,36.517,73.0
12140,3.37,36.889,73.8
12150,3.38,36.71,73.4
12160,3.38,36.412,72.8
12170,3.38,36.081,72.2
12180,3.38,36.518,73.0
12190,3.39,37.368,74.7
12200,3.39,37.623,75.2
12210,3.39,37.05,74.1
12220,3.39,37.276,74.6
12230,3.4,36.745,73.5
12240,3.4,37.585,75.2
12250,3.4,37.148,74.3
12260,3.41,37.506,75.0
12270,3.41,37.055,74.1
12280,3.41,37.394,74.8
12290,3.41,37.38,74.8
12300,3.42,36.816,73.6
12310,3.42,36.961,73.9
12320,3.42,37.596,75.2
12330,3.42,35.825,71.6
12340,3.43,36.345,72.7
12350,3.43,35.746,71.5
12360,3.43,36.953,73.9
12370,3.44,36.612,73.2
12380,3.44,36.946,73.9
12390,3.44,36.604,73.2
12400,3.44,37.369,74.7
12410,3.45,37.282,74.6
12420,3.45,36.204,72.4
12430,3.45,36.591,73.2
12440,3.46,36.01,72.0
12450,3.46,36.215,72.4
12460,3.46,36.532,73.1
12470,3.46,36.572,73.1
12480,3.47,36.222,72.4
12490,3.47,37.014,74.0
12500,3.47,37.074,74.1
12510,3.48,37.249,74.5
12520,3.48,36.975,74.0
12530,3.48,36.75,73.5
12540,3.48,37.59,75.2
12550,3.49,36.848,73.7
12560,3.49,37.128,74.3
12570,3.49,37.046,74.1
12580,3.49,35.744,71.5
12590,3.5,37.305,74.6
12600,3.5,36.189,72.4
12610,3.5,36.708,73.4
12620,3.51,35.888,71.8
12630,3.51,36.216,72.4
12640,3.51,37.507,75.0
12650,3.51,36.814,73.6
12660,3.52,36.911,73.8
12670,3.52,37.744,75.5
12680,3.52,37.16,74.3
12690,3.52,37.255,74.5
12700,3.53,37.792,75.6
12710,3.53,37.409,74.8
12720,3.53,36.727,73.5
12730,3.54,36.48,73.0
12740,3.54,36.144,72.3
12750,3.54,37.485,75.0
12760,3.54,36.443,72.9
12770,3.55,37.234,74.5
12780,3.55,37.578,75.2
12790,3.55,36.864,73.7
12800,3.56,37.059,74.1
12810,3.56,37.445,74.9
12820,3.56,37.286,74.6
12830,3.56,37.197,74.4
12840,3.57,36.773,73.5
12850,3.57,37.01,74.0
12860,3.57,36.9,73.8
12870,3.58,37.436,74.9
12880,3.58,36.368,72.7
12890,3.58,36.073,72.1
12900,3.58,38.168,76.3
12910,3.59,37.77,75.5
12920,3.59,36.648,73.3
12930,3.59,36.717,73.4
12940,3.59,36.897,73.8
12950,3.6,37.029,74.1
12960,3.6,36.742,73.5
12970,3.6,37.241,74.5
12980,3.61,36.75,73.5
12990,3.61,36.712,73.4
13000,3.61,37.182,74.4
13010,3.61,36.709,73.4
13020,3.62,36.779,73.6
13030,3.62,36.12,72.2
13040,3.62,36.819,73.6
13050,3.62,36.546,73.1
13060,3.63,36.042,72.1
13070,3.63,35.252,70.5
13080,3.63,37.182,74.4
13090,3.64,37.215,74.4
13100,3.64,36.76,73.5
13110,3.64,35.276,70.6
13120,3.64,36.797,73.6
13130,3.65,36.893,73.8
13140,3.65,37.236,74.5
13150,3.65,36.973,73.9
13160,3.66,35.921,71.8
13170,3.66,36.676,73.4
13180,3.66,36.905,73.8
13190,3.66,36.225,72.4
13200,3.67,37.237,74.5
13210,3.67,37.1,74.2
13220,3.67,37.126,74.3
13230,3.67,37.267,74.5
13240,3.68,37.074,74.1
13250,3.68,36.711,73.4
13260,3.68,36.658,73.3
13270,3.69,38.09,76.2
13280,3.69,37.362,74.7
13290,3.69,36.13,72.3
13300,3.69,36.777,73.6
13310,3.7,37.205,74.4
13320,3.7,37.522,75.0
13330,3.7,36.371,72.7
13340,3.71,36.09,72.2
13350,3.71,36.836,73.7
13360,3.71,37.52,75.0
13370,3.71,36.719,73.4
13380,3.72,36.388,72.8
13390,3.72,36.411,72.8
13400,3.72,36.911,73.8
13410,3.73,36.644,73.3
13420,3.73,36.63,73.3
13430,3.73,36.811,73.6
13440,3.73,35.914,71.8
13450,3.74,36.495,73.0
13460,3.74,36.404,72.8
13470,3.74,36.38,72.8
13480,3.74,37.302,74.6
13490,3.75,36.544,73.1
13500,3.75,37.251,74.5
13510,3.75,36.752,73.5
13520,3.76,37.113,74.2
13530,3.76,36.979,74.0
13540,3.76,36.932,73.9
13550,3.76,36.581,73.2
13560,3.77,37.36,74.7
13570,3.77,36.947,73.9
13580,3.77,36.482,73.0
13590,3.77,36.976,74.0
13600,3.78,36.355,72.7
13610,3.78,36.305,72.6
13620,3.78,37.06,74.1
13630,3.79,36.022,72.0
13640,3.79,36.359,72.7
13650,3.79,37.187,74.4
13660,3.79,36.713,73.4
13670,3.8,36.6,73.2
13680,3.8,36.726,73.5
13690,3.8,36.451,72.9
13700,3.81,36.312,72.6
13710,3.81,36.356,72.7
13720,3.81,36.878,73.8
13730,3.81,35.724,71.4
13740,3.82,37.195,74.4
13750,3.82,37.215,74.4
13760,3.82,37.223,74.4
13770,3.83,37.705,75.4
13780,3.83,36.626,73.3
13790,3.83,36.989,74.0
13800,3.83,35.991,72.0
13810,3.84,36.599,73.2
13820,3.84,37.435,74.9
13830,3.84,37.795,75.6
13840,3.84,36.979,74.0
13850,3.85,36.736,73.5
13860,3.85,37.12,74.2
13870,3.85,35.601,71.2
13880,3.86,37.314,74.6
13890,3.86,36.86,73.7
13900,3.86,36.844,73.7
13910,3.86,36.41,72.8
13920,3.87,36.899,73.8
13930,3.87,36.613,73.2
13940,3.87,37.059,74.1
13950,3.88,35.965,71.9
13960,3.88,36.761,73.5
13970,3.88,36.526,73.1
13980,3.88,36.95,73.9
13990,3.89,36.732,73.5
14000,3.89,37.434,74.9
14010,3.89,37.121,74.2
14020,3.89,36.039,72.1
14030,3.9,36.797,73.6
14040,3.9,36.636,73.3
14050,3.9,36.691,73.4
14060,3.91,35.98,72.0
14070,3.91,36.387,72.8
14080,3.91,37.247,74.5
14090,3.91,36.732,73.5
14100,3.92,36.511,73.0
14110,3.92,37.996,76.0
14120,3.92,37.447,74.9
14130,3.92,36.187,72.4
14140,3.93,36.49,73.0
14150,3.93,36.677,73.4
14160,3.93,36.894,73.8
14170,3.94,36.462,72.9
14180,3.94,36.739,73.5
14190,3.94,36.412,72.8
14200,3.94,35.514,71.0
14210,3.95,36.578,73.2
14220,3.95,37.936,75.9
14230,3.95,36.61,73.2
14240,3.96,37.483,75.0
14250,3.96,37.38,74.8
14260,3.96,36.487,73.0
14270,3.96,36.896,73.8
14280,3.97,36.952,73.9
14290,3.97,37.668,75.3
14300,3.97,37.618,75.2
14310,3.98,37.653,75.3
14320,3.98,36.965,73.9
14330,3.98,35.8,71.6
14340,3.98,36.857,73.7
14350,3.99,36.575,73.2
14360,3.99,36.949,73.9
14370,3.99,36.718,73.4
14380,3.99,37.159,74.3
14390,4.0,36.378,72.8
14400,4.0,36.255,72.5
14410,4.0,36.217,72.4
14420,4.01,36.665,73.3
14430,4.01,36.571,73.1
14440,4.01,36.719,73.4
14450,4.01,37.239,74.5
14460,4.02,37.549,75.1
14470,4.02,36.615,73.2
14480,4.02,36.33,72.7
14490,4.03,37.449,74.9
14500,4.03,36.256,72.5
14510,4.03,35.921,71.8
14520,4.03,36.192,72.4
14530,4.04,37.063,74.1
14540,4.04,36.404,72.8
14550,4.04,36.791,73.6
14560,4.04,37.148,74.3
14570,4.05,36.482,73.0
14580,4.05,36.649,73.3
14590,4.05,36.366,72.7
14600,4.06,35.866,71.7
14610,4.06,37.129,74.3
14620,4.06,36.486,73.0
14630,4.06,37.236,74.5
14640,4.07,36.79,73.6
14650,4.07,36.478,73.0
14660,4.07,36.52,73.0
14670,4.08,37.38,74.8
14680,4.08,36.984,74.0
14690,4.08,37.182,74.4
14700,4.08,37.046,74.1
14710,4.09,37.093,74.2
14720,4.09,36.836,73.7
14730,4.09,36.627,73.3
14740,4.09,36.739,73.5
14750,4.1,37.347,74.7
14760,4.1,36.508,73.0
14770,4.1,37.441,74.9
14780,4.11,37.085,74.2
14790,4.11,37.142,74.3
14800,4.11,36.725,73.4
14810,4.11,36.316,72.6
14820,4.12,36.788,73.6
14830,4.12,36.482,73.0
14840,4.12,36.707,73.4
14850,4.12,36.736,73.5
14860,4.13,36.752,73.5
14870,4.13,36.609,73.2
14880,4.13,37.501,75.0
14890,4.14,36.641,73.3
14900,4.14,36.644,73.3
14910,4.14,36.811,73.6
14920,4.14,37.01,74.0
14930,4.15,36.571,73.1
14940,4.15,37.361,74.7
14950,4.15,36.419,72.8
14960,4.16,37.281,74.6
14970,4.16,36.825,73.7
14980,4.16,36.277,72.6
14990,4.16,36.709,73.4
15000,4.17,36.759,73.5
15010,4.17,36.136,72.3
15020,4.17,35.708,71.4
15030,4.17,36.275,72.5
15040,4.18,36.931,73.9
15050,4.18,36.453,72.9
15060,4.18,37.178,74.4
15070,4.19,36.909,73.8
15080,4.19,36.181,72.4
15090,4.19,36.696,73.4
15100,4.19,37.123,74.2
15110,4.2,35.95,71.9
15120,4.2,37.701,75.4
15130,4.2,36.192,72.4
15140,4.21,36.637,73.3
15150,4.21,36.7,73.4
15160,4.21,37.009,74.0
15170,4.21,36.094,72.2
15180,4.22,36.548,73.1
15190,4.22,37.458,74.9
15200,4.22,36.913,73.8
15210,4.22,36.417,72.8
15220,4.23,37.118,74.2
15230,4.23,36.726,73.5
15240,4.23,36.205,72.4
15250,4.24,36.042,72.1
15260,4.24,36.779,73.6
15270,4.24,37.053,74.1
15280,4.24,36.409,72.8
15290,4.25,35.905,71.8
15300,4.25,36.23,72.5
15310,4.25,36.994,74.0
15320,4.26,36.929,73.9
15330,4.26,37.427,74.9
15340,4.26,37.924,75.8
15350,4.26,36.65,73.3
15360,4.27,36.517,73.0
15370,4.27,36.507,73.0
15380,4.27,37.25,74.5
15390,4.28,36.684,73.4
15400,4.28,37.203,74.4
15410,4.28,36.377,72.8
15420,4.28,36.029,72.1
15430,4.29,36.875,73.8
15440,4.29,37.129,74.3
15450,4.29,36.945,73.9
15460,4.29,36.972,73.9
15470,4.3,36.62,73.2
15480,4.3,36.212,72.4
15490,4.3,35.678,71.4
15500,4.31,36.25,72.5
15510,4.31,35.598,71.2
15520,4.31,37.205,74.4
15530,4.31,36.831,73.7
15540,4.32,37.347,74.7
15550,4.32,36.588,73.2
15560,4.32,35.527,71.1
15570,4.33,37.012,74.0
15580,4.33,36.326,72.7
15590,4.33,37.205,74.4
15600,4.33,36.286,72.6
15610,4.34,36.756,73.5
15620,4.34,36.554,73.1
15630,4.34,37.247,74.5
15640,4.34,36.646,73.3
15650,4.35,36.355,72.7
15660,4.35,36.473,72.9
15670,4.35,37.358,74.7
15680,4.36,37.353,74.7
15690,4.36,36.092,72.2
15700,4.36,36.146,72.3
15710,4.36,36.956,73.9
15720,4.37,36.839,73.7
15730,4.37,36.456,72.9
15740,4.37,36.477,73.0
15750,4.38,36.73,73.5
15760,4.38,37.292,74.6
15770,4.38,36.077,72.2
15780,4.38,37.202,74.4
15790,4.39,36.5,73.0
15800,4.39,36.805,73.6
15810,4.39,36.372,72.7
15820,4.39,36.188,72.4
15830,4.4,36.195,72.4
15840,4.4,35.919,71.8
15850,4.4,37.213,74.4
15860,4.41,37.125,74.3
15870,4.41,36.532,73.1
15880,4.41,36.882,73.8
15890,4.41,36.489,73.0
15900,4.42,36.198,72.4
15910,4.42,36.397,72.8
15920,4.42,36.254,72.5
15930,4.42,36.42,72.8
15940,4.43,37.145,74.3
15950,4.43,36.474,72.9
15960,4.43,37.078,74.2
15970,4.44,36.557,73.1
15980,4.44,37.143,74.3
15990,4.44,35.394,70.8
16000,4.44,36.868,73.7
16010,4.45,37.12,74.2
16020,4.45,36.452,72.9
16030,4.45,36.952,73.9
16040,4.46,36.742,73.5
16050,4.46,37.646,75.3
16060,4.46,36.599,73.2
16070,4.46,36.558,73.1
16080,4.47,35.424,70.8
16090,4.47,37.195,74.4
16100,4.47,36.444,72.9
16110,4.47,36.409,72.8
16120,4.48,36.56,73.1
16130,4.48,36.997,74.0
16140,4.48,36.032,72.1
16150,4.49,36.88,73.8
16160,4.49,36.605,73.2
16170,4.49,36.84,73.7
16180,4.49,35.924,71.8
16190,4.5,36.452,72.9
16200,4.5,36.203,72.4
16210,4.5,36.503,73.0
16220,4.51,36.735,73.5
16230,4.51,36.424,72.8
16240,4.51,36.608,73.2
16250,4.51,36.261,72.5
16260,4.52,37.044,74.1
16270,4.52,37.721,75.4
16280,4.52,36.548,73.1
16290,4.53,37.367,74.7
16300,4.53,36.2,72.4
16310,4.53,36.778,73.6
16320,4.53,35.839,71.7
16330,4.54,36.515,73.0
16340,4.54,37.535,75.1
16350,4.54,36.939,73.9
16360,4.54,37.594,75.2
16370,4.55,36.525,73.0
16380,4.55,35.785,71.6
16390,4.55,36.522,73.0
16400,4.56,36.277,72.6
16410,4.56,36.388,72.8
16420,4.56,36.884,73.8
16430,4.56,36.998,74.0
16440,4.57,37.044,74.1
16450,4.57,36.776,73.6
16460,4.57,36.603,73.2
16470,4.58,36.958,73.9
16480,4.58,36.892,73.8
16490,4.58,36.198,72.4
16500,4.58,37.7,75.4
16510,4.59,37.098,74.2
16520,4.59,36.476,73.0
16530,4.59,36.548,73.1
16540,4.59,36.861,73.7
16550,4.6,36.287,72.6
16560,4.6,35.806,71.6
16570,4.6,36.193,72.4
16580,4.61,37.615,75.2
16590,4.61,36.568,73.1
16600,4.61,36.517,73.0
16610,4.61,36.585,73.2
16620,4.62,36.619,73.2
16630,4.62,35.847,71.7
16640,4.62,37.34,74.7
16650,4.62,35.86,71.7
16660,4.63,36.719,73.4
16670,4.63,36.407,72.8
16680,4.63,37.019,74.0
16690,4.64,36.785,73.6
16700,4.64,36.713,73.4
16710,4.64,36.794,73.6
16720,4.64,36.911,73.8
16730,4.65,37.315,74.6
16740,4.65,36.644,73.3
16750,4.65,36.294,72.6
16760,4.66,36.267,72.5
16770,4.66,36.308,72.6
16780,4.66,36.291,72.6
16790,4.66,36.984,74.0
16800,4.67,35.932,71.9
16810,4.67,36.355,72.7
16820,4.67,36.836,73.7
16830,4.67,36.113,72.2
16840,4.68,36.556,73.1
16850,4.68,36.621,73.2
16860,4.68,37.738,75.5
16870,4.69,37.061,74.1
16880,4.69,36.77,73.5
16890,4.69,35.453,70.9
16900,4.69,37.303,74.6
16910,4.7,37.347,74.7
16920,4.7,36.631,73.3
16930,4.7,36.367,72.7
16940,4.71,36.169,72.3
16950,4.71,36.145,72.3
16960,4.71,37.064,74.1
16970,4.71,35.406,70.8
16980,4.72,37.192,74.4
16990,4.72,37.038,74.1
17000,4.72,36.481,73.0
17010,4.72,36.373,72.7
17020,4.73,36.313,72.6
17030,4.73,36.105,72.2
17040,4.73,36.288,72.6
17050,4.74,35.281,70.6
17060,4.74,37.1,74.2
17070,4.74,36.631,73.3
17080,4.74,36.672,73.3
17090,4.75,36.671,73.3
17100,4.75,36.407,72.8
17110,4.75,37.357,74.7
17120,4.76,36.586,73.2
17130,4.76,35.706,71.4
17140,4.76,36.688,73.4
17150,4.76,37.087,74.2
17160,4.77,37.046,74.1
17170,4.77,35.115,70.2
17180,4.77,36.265,72.5
17190,4.78,36.842,73.7
17200,4.78,35.868,71.7
17210,4.78,37.25,74.5
17220,4.78,35.96,71.9
17230,4.79,36.161,72.3
17240,4.79,36.614,73.2
17250,4.79,37.371,74.7
17260,4.79,36.021,72.0
17270,4.8,37.286,74.6
17280,4.8,37.813,75.6
17290,4.8,36.82,73.6
17300,4.81,37.146,74.3
17310,4.81,36.641,73.3
17320,4.81,36.667,73.3
17330,4.81,36.056,72.1
17340,4.82,37.012,74.0
17350,4.82,37.446,74.9
17360,4.82,36.828,73.7
17370,4.83,36.896,73.8
17380,4.83,35.43,70.9
17390,4.83,36.577,73.2
17400,4.83,36.678,73.4
17410,4.84,36.581,73.2
17420,4.84,37.041,74.1
17430,4.84,36.754,73.5
17440,4.84,35.781,71.6
17450,4.85,36.385,72.8
17460,4.85,37.159,74.3
17470,4.85,36.831,73.7
17480,4.86,36.626,73.3
17490,4.86,36.258,72.5
17500,4.86,36.567,73.1
17510,4.86,35.339,70.7
17520,4.87,36.105,72.2
17530,4.87,36.774,73.5
17540,4.87,36.714,73.4
17550,4.88,36.064,72.1
17560,4.88,37.257,74.5
17570,4.88,36.463,72.9
17580,4.88,37.126,74.3
17590,4.89,36.956,73.9
17600,4.89,37.167,74.3
17610,4.89,36.301,72.6
17620,4.89,37.114,74.2
17630,4.9,37.008,74.0
17640,4.9,37.177,74.4
17650,4.9,36.826,73.7
17660,4.91,36.808,73.6
17670,4.91,35.721,71.4
17680,4.91,36.726,73.5
17690,4.91,36.516,73.0
17700,4.92,36.554,73.1
17710,4.92,36.404,72.8
17720,4.92,36.397,72.8
17730,4.92,36.576,73.2
17740,4.93,37.718,75.4
17750,4.93,36.947,73.9
17760,4.93,36.342,72.7
17770,4.94,37.041,74.1
17780,4.94,36.562,73.1
17790,4.94,36.327,72.7
17800,4.94,36.536,73.1
17810,4.95,35.605,71.2
17820,4.95,35.713,71.4
17830,4.95,36.359,72.7
17840,4.96,36.961,73.9
17850,4.96,36.579,73.2
17860,4.96,36.347,72.7
17870,4.96,37.192,74.4
17880,4.97,36.555,73.1
17890,4.97,36.744,73.5
17900,4.97,36.288,72.6
17910,4.97,37.241,74.5
17920,4.98,35.807,71.6
17930,4.98,36.979,74.0
17940,4.98,37.12,74.2
17950,4.99,36.285,72.6
17960,4.99,36.111,72.2
17970,4.99,37.563,75.1
17980,4.99,36.891,73.8
17990,5.0,35.511,71.0
18000,5.0,37.36,74.7
18010,5.0,37.028,74.1
18020,5.01,36.025,72.0
18030,5.01,36.626,73.3
18040,5.01,36.313,72.6
18050,5.01,36.543,73.1
18060,5.02,36.455,72.9
18070,5.02,37.014,74.0
18080,5.02,36.619,73.2
18090,5.03,37.578,75.2
18100,5.03,36.996,74.0
18110,5.03,35.614,71.2
18120,5.03,37.362,74.7
18130,5.04,36.369,72.7
18140,5.04,36.184,72.4
18150,5.04,36.752,73.5
18160,5.04,35.67,71.3
18170,5.05,36.106,72.2
18180,5.05,36.506,73.0
18190,5.05,36.774,73.5
18200,5.06,36.724,73.4
18210,5.06,35.139,70.3
18220,5.06,36.791,73.6
18230,5.06,35.927,71.9
18240,5.07,36.787,73.6
18250,5.07,36.71,73.4
18260,5.07,37.255,74.5
18270,5.08,36.62,73.2
18280,5.08,36.185,72.4
18290,5.08,35.691,71.4
18300,5.08,36.701,73.4
18310,5.09,35.25,70.5
18320,5.09,36.76,73.5
18330,5.09,36.344,72.7
18340,5.09,35.51,71.0
18350,5.1,35.342,70.7
18360,5.1,36.332,72.7
18370,5.1,36.08,72.2
18380,5.11,35.623,71.2
18390,5.11,36.605,73.2
18400,5.11,36.499,73.0
18410,5.11,37.453,74.9
18420,5.12,36.299,72.6
18430,5.12,36.417,72.8
18440,5.12,35.9,71.8
18450,5.12,36.842,73.7
18460,5.13,36.517,73.0
18470,5.13,36.428,72.9
18480,5.13,36.832,73.7
18490,5.14,35.947,71.9
18500,5.14,37.995,76.0
18510,5.14,36.665,73.3
18520,5.14,36.568,73.1
18530,5.15,36.988,74.0
18540,5.15,36.059,72.1
18550,5.15,35.453,70.9
18560,5.16,36.291,72.6
18570,5.16,36.02,72.0
18580,5.16,36.159,72.3
18590,5.16,36.851,73.7
18600,5.17,35.093,70.2
18610,5.17,36.222,72.4
18620,5.17,37.052,74.1
18630,5.17,36.631,73.3
18640,5.18,37.087,74.2
18650,5.18,36.404,72.8
18660,5.18,36.121,72.2
